year,geo,age_group,gender,level,pct
2018,Alberta,25–34,Men,Tertiary (all),46.0
2019,Alberta,25–34,Men,Tertiary (all),46.0
2020,Alberta,25–34,Men,Tertiary (all),47.0
2021,Alberta,25–34,Men,Tertiary (all),48.0
2022,Alberta,25–34,Men,Tertiary (all),47.0
2023,Alberta,25–34,Men,Tertiary (all),46.0
2024,Alberta,25–34,Men,Tertiary (all),48.0
2025,Alberta,25–34,Men,Tertiary (all),51.0
2000,Alberta,25–34,Men,Trades and other non-tertiary,20.0
2001,Alberta,25–34,Men,Trades and other non-tertiary,20.0
2002,Alberta,25–34,Men,Trades and other non-tertiary,21.0
2003,Alberta,25–34,Men,Trades and other non-tertiary,20.0
2004,Alberta,25–34,Men,Trades and other non-tertiary,19.0
2005,Alberta,25–34,Men,Trades and other non-tertiary,19.0
2006,Alberta,25–34,Men,Trades and other non-tertiary,19.0
2007,Alberta,25–34,Men,Trades and other non-tertiary,18.0
2008,Alberta,25–34,Men,Trades and other non-tertiary,19.0
2009,Alberta,25–34,Men,Trades and other non-tertiary,19.0
2010,Alberta,25–34,Men,Trades and other non-tertiary,22.0
2011,Alberta,25–34,Men,Trades and other non-tertiary,20.0
2012,Alberta,25–34,Men,Trades and other non-tertiary,21.0
2013,Alberta,25–34,Men,Trades and other non-tertiary,21.0
2014,Alberta,25–34,Men,Trades and other non-tertiary,19.0
2015,Alberta,25–34,Men,Trades and other non-tertiary,20.0
2016,Alberta,25–34,Men,Trades and other non-tertiary,20.0
2017,Alberta,25–34,Men,Trades and other non-tertiary,20.0
2018,Alberta,25–34,Men,Trades and other non-tertiary,20.0
2019,Alberta,25–34,Men,Trades and other non-tertiary,20.0
2020,Alberta,25–34,Men,Trades and other non-tertiary,19.0
2021,Alberta,25–34,Men,Trades and other non-tertiary,19.0
2022,Alberta,25–34,Men,Trades and other non-tertiary,16.0
2023,Alberta,25–34,Men,Trades and other non-tertiary,16.0
2024,Alberta,25–34,Men,Trades and other non-tertiary,18.0
2025,Alberta,25–34,Men,Trades and other non-tertiary,15.0
2000,Alberta,25–34,Total,Bachelor's,16.0
2001,Alberta,25–34,Total,Bachelor's,18.0
2002,Alberta,25–34,Total,Bachelor's,18.0
2003,Alberta,25–34,Total,Bachelor's,18.0
2004,Alberta,25–34,Total,Bachelor's,18.0
2005,Alberta,25–34,Total,Bachelor's,22.0
2006,Alberta,25–34,Total,Bachelor's,21.0
2007,Alberta,25–34,Total,Bachelor's,20.0
2008,Alberta,25–34,Total,Bachelor's,22.0
2009,Alberta,25–34,Total,Bachelor's,22.0
2010,Alberta,25–34,Total,Bachelor's,21.0
2011,Alberta,25–34,Total,Bachelor's,22.0
2012,Alberta,25–34,Total,Bachelor's,20.0
2013,Alberta,25–34,Total,Bachelor's,23.0
2014,Alberta,25–34,Total,Bachelor's,23.0
2015,Alberta,25–34,Total,Bachelor's,25.0
2016,Alberta,25–34,Total,Bachelor's,25.0
2017,Alberta,25–34,Total,Bachelor's,26.0
2018,Alberta,25–34,Total,Bachelor's,26.0
2019,Alberta,25–34,Total,Bachelor's,28.0
2020,Alberta,25–34,Total,Bachelor's,29.0
2021,Alberta,25–34,Total,Bachelor's,26.0
2022,Alberta,25–34,Total,Bachelor's,27.0
2023,Alberta,25–34,Total,Bachelor's,26.0
2024,Alberta,25–34,Total,Bachelor's,30.0
2025,Alberta,25–34,Total,Bachelor's,29.0
2000,Alberta,25–34,Total,Below high school,10.0
2001,Alberta,25–34,Total,Below high school,10.0
2002,Alberta,25–34,Total,Below high school,11.0
2003,Alberta,25–34,Total,Below high school,11.0
2004,Alberta,25–34,Total,Below high school,10.0
2005,Alberta,25–34,Total,Below high school,9.0
2006,Alberta,25–34,Total,Below high school,9.0
2007,Alberta,25–34,Total,Below high school,9.0
2008,Alberta,25–34,Total,Below high school,9.0
2009,Alberta,25–34,Total,Below high school,9.0
2010,Alberta,25–34,Total,Below high school,9.0
2011,Alberta,25–34,Total,Below high school,9.0
2012,Alberta,25–34,Total,Below high school,9.0
2013,Alberta,25–34,Total,Below high school,7.0
2014,Alberta,25–34,Total,Below high school,9.0
2015,Alberta,25–34,Total,Below high school,7.0
2016,Alberta,25–34,Total,Below high school,7.0
2017,Alberta,25–34,Total,Below high school,7.0
2018,Alberta,25–34,Total,Below high school,6.0
2019,Alberta,25–34,Total,Below high school,7.0
2020,Alberta,25–34,Total,Below high school,5.0
2021,Alberta,25–34,Total,Below high school,5.0
2022,Alberta,25–34,Total,Below high school,6.0
2023,Alberta,25–34,Total,Below high school,6.0
2024,Alberta,25–34,Total,Below high school,5.0
2025,Alberta,25–34,Total,Below high school,5.0
2000,Alberta,25–34,Total,College/CEGEP,21.0
2001,Alberta,25–34,Total,College/CEGEP,21.0
2002,Alberta,25–34,Total,College/CEGEP,20.0
2003,Alberta,25–34,Total,College/CEGEP,19.0
2004,Alberta,25–34,Total,College/CEGEP,21.0
2005,Alberta,25–34,Total,College/CEGEP,20.0
2006,Alberta,25–34,Total,College/CEGEP,20.0
2007,Alberta,25–34,Total,College/CEGEP,22.0
2008,Alberta,25–34,Total,College/CEGEP,21.0
2009,Alberta,25–34,Total,College/CEGEP,20.0
2010,Alberta,25–34,Total,College/CEGEP,21.0
2011,Alberta,25–34,Total,College/CEGEP,21.0
2012,Alberta,25–34,Total,College/CEGEP,22.0
2013,Alberta,25–34,Total,College/CEGEP,20.0
2014,Alberta,25–34,Total,College/CEGEP,19.0
2015,Alberta,25–34,Total,College/CEGEP,20.0
2016,Alberta,25–34,Total,College/CEGEP,21.0
2017,Alberta,25–34,Total,College/CEGEP,19.0
2018,Alberta,25–34,Total,College/CEGEP,22.0
2019,Alberta,25–34,Total,College/CEGEP,21.0
2020,Alberta,25–34,Total,College/CEGEP,20.0
2021,Alberta,25–34,Total,College/CEGEP,22.0
2022,Alberta,25–34,Total,College/CEGEP,21.0
2023,Alberta,25–34,Total,College/CEGEP,22.0
2024,Alberta,25–34,Total,College/CEGEP,19.0
2025,Alberta,25–34,Total,College/CEGEP,21.0
2000,Alberta,25–34,Total,High school,33.0
2001,Alberta,25–34,Total,High school,31.0
2002,Alberta,25–34,Total,High school,31.0
2003,Alberta,25–34,Total,High school,32.0
2004,Alberta,25–34,Total,High school,32.0
2005,Alberta,25–34,Total,High school,30.0
2006,Alberta,25–34,Total,High school,30.0
2007,Alberta,25–34,Total,High school,31.0
2008,Alberta,25–34,Total,High school,29.0
2009,Alberta,25–34,Total,High school,29.0
2010,Alberta,25–34,Total,High school,28.0
2011,Alberta,25–34,Total,High school,29.0
2012,Alberta,25–34,Total,High school,29.0
2013,Alberta,25–34,Total,High school,29.0
2014,Alberta,25–34,Total,High school,28.0
2015,Alberta,25–34,Total,High school,28.0
2016,Alberta,25–34,Total,High school,25.0
2017,Alberta,25–34,Total,High school,27.0
2018,Alberta,25–34,Total,High school,25.0
2019,Alberta,25–34,Total,High school,23.0
2020,Alberta,25–34,Total,High school,25.0
2021,Alberta,25–34,Total,High school,25.0
2022,Alberta,25–34,Total,High school,26.0
2023,Alberta,25–34,Total,High school,26.0
2024,Alberta,25–34,Total,High school,24.0
2025,Alberta,25–34,Total,High school,24.0
2000,Alberta,25–34,Total,Master's/Doctoral,5.0
2001,Alberta,25–34,Total,Master's/Doctoral,5.0
2002,Alberta,25–34,Total,Master's/Doctoral,5.0
2003,Alberta,25–34,Total,Master's/Doctoral,5.0
2004,Alberta,25–34,Total,Master's/Doctoral,5.0
2005,Alberta,25–34,Total,Master's/Doctoral,5.0
2006,Alberta,25–34,Total,Master's/Doctoral,6.0
2007,Alberta,25–34,Total,Master's/Doctoral,6.0
2008,Alberta,25–34,Total,Master's/Doctoral,6.0
2009,Alberta,25–34,Total,Master's/Doctoral,6.0
2010,Alberta,25–34,Total,Master's/Doctoral,5.0
2011,Alberta,25–34,Total,Master's/Doctoral,6.0
2012,Alberta,25–34,Total,Master's/Doctoral,6.0
2013,Alberta,25–34,Total,Master's/Doctoral,7.0
2014,Alberta,25–34,Total,Master's/Doctoral,9.0
2015,Alberta,25–34,Total,Master's/Doctoral,8.0
2016,Alberta,25–34,Total,Master's/Doctoral,8.0
2017,Alberta,25–34,Total,Master's/Doctoral,7.0
2018,Alberta,25–34,Total,Master's/Doctoral,8.0
2019,Alberta,25–34,Total,Master's/Doctoral,9.0
2020,Alberta,25–34,Total,Master's/Doctoral,8.0
2021,Alberta,25–34,Total,Master's/Doctoral,9.0
2022,Alberta,25–34,Total,Master's/Doctoral,9.0
2023,Alberta,25–34,Total,Master's/Doctoral,9.0
2024,Alberta,25–34,Total,Master's/Doctoral,10.0
2025,Alberta,25–34,Total,Master's/Doctoral,11.0
2000,Alberta,25–34,Total,Tertiary (all),41.0
2001,Alberta,25–34,Total,Tertiary (all),44.0
2002,Alberta,25–34,Total,Tertiary (all),43.0
2003,Alberta,25–34,Total,Tertiary (all),42.0
2004,Alberta,25–34,Total,Tertiary (all),43.0
2005,Alberta,25–34,Total,Tertiary (all),47.0
2006,Alberta,25–34,Total,Tertiary (all),47.0
2007,Alberta,25–34,Total,Tertiary (all),48.0
2008,Alberta,25–34,Total,Tertiary (all),49.0
2009,Alberta,25–34,Total,Tertiary (all),49.0
2010,Alberta,25–34,Total,Tertiary (all),47.0
2011,Alberta,25–34,Total,Tertiary (all),48.0
2012,Alberta,25–34,Total,Tertiary (all),48.0
2013,Alberta,25–34,Total,Tertiary (all),50.0
2014,Alberta,25–34,Total,Tertiary (all),51.0
2015,Alberta,25–34,Total,Tertiary (all),53.0
2016,Alberta,25–34,Total,Tertiary (all),55.0
2017,Alberta,25–34,Total,Tertiary (all),52.0
2018,Alberta,25–34,Total,Tertiary (all),56.0
2019,Alberta,25–34,Total,Tertiary (all),57.0
2020,Alberta,25–34,Total,Tertiary (all),57.0
2021,Alberta,25–34,Total,Tertiary (all),57.0
2022,Alberta,25–34,Total,Tertiary (all),57.0
2023,Alberta,25–34,Total,Tertiary (all),57.0
2024,Alberta,25–34,Total,Tertiary (all),59.0
2025,Alberta,25–34,Total,Tertiary (all),61.0
2000,Alberta,25–34,Total,Trades and other non-tertiary,15.0
2001,Alberta,25–34,Total,Trades and other non-tertiary,15.0
2002,Alberta,25–34,Total,Trades and other non-tertiary,15.0
2003,Alberta,25–34,Total,Trades and other non-tertiary,15.0
2004,Alberta,25–34,Total,Trades and other non-tertiary,15.0
2005,Alberta,25–34,Total,Trades and other non-tertiary,14.0
2006,Alberta,25–34,Total,Trades and other non-tertiary,14.0
2007,Alberta,25–34,Total,Trades and other non-tertiary,13.0
2008,Alberta,25–34,Total,Trades and other non-tertiary,13.0
2009,Alberta,25–34,Total,Trades and other non-tertiary,14.0
2010,Alberta,25–34,Total,Trades and other non-tertiary,15.0
2011,Alberta,25–34,Total,Trades and other non-tertiary,14.0
2012,Alberta,25–34,Total,Trades and other non-tertiary,15.0
2013,Alberta,25–34,Total,Trades and other non-tertiary,14.0
2014,Alberta,25–34,Total,Trades and other non-tertiary,12.0
2015,Alberta,25–34,Total,Trades and other non-tertiary,12.0
2016,Alberta,25–34,Total,Trades and other non-tertiary,13.0
2017,Alberta,25–34,Total,Trades and other non-tertiary,13.0
2018,Alberta,25–34,Total,Trades and other non-tertiary,14.0
2019,Alberta,25–34,Total,Trades and other non-tertiary,13.0
2020,Alberta,25–34,Total,Trades and other non-tertiary,13.0
2021,Alberta,25–34,Total,Trades and other non-tertiary,12.0
2022,Alberta,25–34,Total,Trades and other non-tertiary,11.0
2023,Alberta,25–34,Total,Trades and other non-tertiary,11.0
2024,Alberta,25–34,Total,Trades and other non-tertiary,12.0
2025,Alberta,25–34,Total,Trades and other non-tertiary,10.0
2000,Alberta,25–34,Women,Bachelor's,18.0
2001,Alberta,25–34,Women,Bachelor's,20.0
2002,Alberta,25–34,Women,Bachelor's,21.0
2003,Alberta,25–34,Women,Bachelor's,21.0
2004,Alberta,25–34,Women,Bachelor's,20.0
2005,Alberta,25–34,Women,Bachelor's,26.0
2006,Alberta,25–34,Women,Bachelor's,24.0
2007,Alberta,25–34,Women,Bachelor's,24.0
2008,Alberta,25–34,Women,Bachelor's,27.0
2009,Alberta,25–34,Women,Bachelor's,26.0
2010,Alberta,25–34,Women,Bachelor's,25.0
2011,Alberta,25–34,Women,Bachelor's,26.0
2012,Alberta,25–34,Women,Bachelor's,24.0
2013,Alberta,25–34,Women,Bachelor's,26.0
2014,Alberta,25–34,Women,Bachelor's,28.0
2015,Alberta,25–34,Women,Bachelor's,29.0
2016,Alberta,25–34,Women,Bachelor's,28.0
2017,Alberta,25–34,Women,Bachelor's,31.0
2018,Alberta,25–34,Women,Bachelor's,30.0
2019,Alberta,25–34,Women,Bachelor's,32.0
2020,Alberta,25–34,Women,Bachelor's,34.0
2021,Alberta,25–34,Women,Bachelor's,31.0
2022,Alberta,25–34,Women,Bachelor's,29.0
2023,Alberta,25–34,Women,Bachelor's,30.0
2024,Alberta,25–34,Women,Bachelor's,34.0
2025,Alberta,25–34,Women,Bachelor's,31.0
2000,Alberta,25–34,Women,Below high school,10.0
2001,Alberta,25–34,Women,Below high school,8.0
2002,Alberta,25–34,Women,Below high school,9.0
2003,Alberta,25–34,Women,Below high school,9.0
2004,Alberta,25–34,Women,Below high school,8.0
2005,Alberta,25–34,Women,Below high school,8.0
2006,Alberta,25–34,Women,Below high school,9.0
2007,Alberta,25–34,Women,Below high school,8.0
2008,Alberta,25–34,Women,Below high school,7.0
2009,Alberta,25–34,Women,Below high school,8.0
2010,Alberta,25–34,Women,Below high school,9.0
2011,Alberta,25–34,Women,Below high school,8.0
2012,Alberta,25–34,Women,Below high school,7.0
2013,Alberta,25–34,Women,Below high school,6.0
2014,Alberta,25–34,Women,Below high school,7.0
2015,Alberta,25–34,Women,Below high school,6.0
2016,Alberta,25–34,Women,Below high school,6.0
2017,Alberta,25–34,Women,Below high school,5.0
2018,Alberta,25–34,Women,Below high school,5.0
2019,Alberta,25–34,Women,Below high school,6.0
2020,Alberta,25–34,Women,Below high school,5.0
2021,Alberta,25–34,Women,Below high school,4.0
2022,Alberta,25–34,Women,Below high school,5.0
2023,Alberta,25–34,Women,Below high school,5.0
2024,Alberta,25–34,Women,Below high school,4.0
2025,Alberta,25–34,Women,Below high school,5.0
2000,Alberta,25–34,Women,College/CEGEP,25.0
2001,Alberta,25–34,Women,College/CEGEP,26.0
2002,Alberta,25–34,Women,College/CEGEP,25.0
2003,Alberta,25–34,Women,College/CEGEP,25.0
2004,Alberta,25–34,Women,College/CEGEP,27.0
2005,Alberta,25–34,Women,College/CEGEP,24.0
2006,Alberta,25–34,Women,College/CEGEP,24.0
2007,Alberta,25–34,Women,College/CEGEP,27.0
2008,Alberta,25–34,Women,College/CEGEP,26.0
2009,Alberta,25–34,Women,College/CEGEP,24.0
2010,Alberta,25–34,Women,College/CEGEP,26.0
2011,Alberta,25–34,Women,College/CEGEP,26.0
2012,Alberta,25–34,Women,College/CEGEP,27.0
2013,Alberta,25–34,Women,College/CEGEP,25.0
2014,Alberta,25–34,Women,College/CEGEP,24.0
2015,Alberta,25–34,Women,College/CEGEP,25.0
2016,Alberta,25–34,Women,College/CEGEP,27.0
2017,Alberta,25–34,Women,College/CEGEP,24.0
2018,Alberta,25–34,Women,College/CEGEP,27.0
2019,Alberta,25–34,Women,College/CEGEP,25.0
2020,Alberta,25–34,Women,College/CEGEP,25.0
2021,Alberta,25–34,Women,College/CEGEP,25.0
2022,Alberta,25–34,Women,College/CEGEP,27.0
2023,Alberta,25–34,Women,College/CEGEP,27.0
2024,Alberta,25–34,Women,College/CEGEP,24.0
2025,Alberta,25–34,Women,College/CEGEP,27.0
2000,Alberta,25–34,Women,High school,33.0
2001,Alberta,25–34,Women,High school,29.0
2002,Alberta,25–34,Women,High school,30.0
2003,Alberta,25–34,Women,High school,30.0
2004,Alberta,25–34,Women,High school,30.0
2005,Alberta,25–34,Women,High school,28.0
2006,Alberta,25–34,Women,High school,29.0
2007,Alberta,25–34,Women,High school,28.0
2008,Alberta,25–34,Women,High school,27.0
2009,Alberta,25–34,Women,High school,26.0
2010,Alberta,25–34,Women,High school,27.0
2011,Alberta,25–34,Women,High school,27.0
2012,Alberta,25–34,Women,High school,27.0
2013,Alberta,25–34,Women,High school,27.0
2014,Alberta,25–34,Women,High school,26.0
2015,Alberta,25–34,Women,High school,25.0
2016,Alberta,25–34,Women,High school,23.0
2017,Alberta,25–34,Women,High school,25.0
2018,Alberta,25–34,Women,High school,22.0
2019,Alberta,25–34,Women,High school,20.0
2020,Alberta,25–34,Women,High school,21.0
2021,Alberta,25–34,Women,High school,23.0
2022,Alberta,25–34,Women,High school,22.0
2023,Alberta,25–34,Women,High school,22.0
2024,Alberta,25–34,Women,High school,19.0
2025,Alberta,25–34,Women,High school,20.0
2000,Alberta,25–34,Women,Master's/Doctoral,4.0
2001,Alberta,25–34,Women,Master's/Doctoral,5.0
2002,Alberta,25–34,Women,Master's/Doctoral,5.0
2003,Alberta,25–34,Women,Master's/Doctoral,5.0
2004,Alberta,25–34,Women,Master's/Doctoral,5.0
2005,Alberta,25–34,Women,Master's/Doctoral,5.0
2006,Alberta,25–34,Women,Master's/Doctoral,7.0
2007,Alberta,25–34,Women,Master's/Doctoral,6.0
2008,Alberta,25–34,Women,Master's/Doctoral,6.0
2009,Alberta,25–34,Women,Master's/Doctoral,6.0
2010,Alberta,25–34,Women,Master's/Doctoral,6.0
2011,Alberta,25–34,Women,Master's/Doctoral,7.0
2012,Alberta,25–34,Women,Master's/Doctoral,6.0
2013,Alberta,25–34,Women,Master's/Doctoral,8.0
2014,Alberta,25–34,Women,Master's/Doctoral,9.0
2015,Alberta,25–34,Women,Master's/Doctoral,10.0
2016,Alberta,25–34,Women,Master's/Doctoral,10.0
2017,Alberta,25–34,Women,Master's/Doctoral,8.0
2018,Alberta,25–34,Women,Master's/Doctoral,9.0
2019,Alberta,25–34,Women,Master's/Doctoral,11.0
2020,Alberta,25–34,Women,Master's/Doctoral,9.0
2021,Alberta,25–34,Women,Master's/Doctoral,12.0
2022,Alberta,25–34,Women,Master's/Doctoral,11.0
2023,Alberta,25–34,Women,Master's/Doctoral,11.0
2024,Alberta,25–34,Women,Master's/Doctoral,13.0
2025,Alberta,25–34,Women,Master's/Doctoral,13.0
2000,Alberta,25–34,Women,Tertiary (all),47.0
2001,Alberta,25–34,Women,Tertiary (all),52.0
2002,Alberta,25–34,Women,Tertiary (all),51.0
2003,Alberta,25–34,Women,Tertiary (all),50.0
2004,Alberta,25–34,Women,Tertiary (all),52.0
2005,Alberta,25–34,Women,Tertiary (all),55.0
2006,Alberta,25–34,Women,Tertiary (all),54.0
2007,Alberta,25–34,Women,Tertiary (all),57.0
2008,Alberta,25–34,Women,Tertiary (all),59.0
2009,Alberta,25–34,Women,Tertiary (all),56.0
2010,Alberta,25–34,Women,Tertiary (all),56.0
2011,Alberta,25–34,Women,Tertiary (all),58.0
2012,Alberta,25–34,Women,Tertiary (all),58.0
2013,Alberta,25–34,Women,Tertiary (all),59.0
2014,Alberta,25–34,Women,Tertiary (all),61.0
2015,Alberta,25–34,Women,Tertiary (all),64.0
2016,Alberta,25–34,Women,Tertiary (all),65.0
2017,Alberta,25–34,Women,Tertiary (all),63.0
2018,Alberta,25–34,Women,Tertiary (all),66.0
2019,Alberta,25–34,Women,Tertiary (all),69.0
2020,Alberta,25–34,Women,Tertiary (all),67.0
2021,Alberta,25–34,Women,Tertiary (all),67.0
2022,Alberta,25–34,Women,Tertiary (all),67.0
2023,Alberta,25–34,Women,Tertiary (all),68.0
2024,Alberta,25–34,Women,Tertiary (all),71.0
2025,Alberta,25–34,Women,Tertiary (all),71.0
2000,Alberta,25–34,Women,Trades and other non-tertiary,10.0
2001,Alberta,25–34,Women,Trades and other non-tertiary,11.0
2002,Alberta,25–34,Women,Trades and other non-tertiary,10.0
2003,Alberta,25–34,Women,Trades and other non-tertiary,11.0
2004,Alberta,25–34,Women,Trades and other non-tertiary,10.0
2005,Alberta,25–34,Women,Trades and other non-tertiary,9.0
2006,Alberta,25–34,Women,Trades and other non-tertiary,8.0
2007,Alberta,25–34,Women,Trades and other non-tertiary,7.0
2008,Alberta,25–34,Women,Trades and other non-tertiary,7.0
2009,Alberta,25–34,Women,Trades and other non-tertiary,9.0
2010,Alberta,25–34,Women,Trades and other non-tertiary,8.0
2011,Alberta,25–34,Women,Trades and other non-tertiary,8.0
2012,Alberta,25–34,Women,Trades and other non-tertiary,8.0
2013,Alberta,25–34,Women,Trades and other non-tertiary,8.0
2014,Alberta,25–34,Women,Trades and other non-tertiary,6.0
2015,Alberta,25–34,Women,Trades and other non-tertiary,5.0
2016,Alberta,25–34,Women,Trades and other non-tertiary,6.0
2017,Alberta,25–34,Women,Trades and other non-tertiary,6.0
2018,Alberta,25–34,Women,Trades and other non-tertiary,7.0
2019,Alberta,25–34,Women,Trades and other non-tertiary,6.0
2020,Alberta,25–34,Women,Trades and other non-tertiary,7.0
2021,Alberta,25–34,Women,Trades and other non-tertiary,5.0
2022,Alberta,25–34,Women,Trades and other non-tertiary,6.0
2023,Alberta,25–34,Women,Trades and other non-tertiary,5.0
2024,Alberta,25–34,Women,Trades and other non-tertiary,6.0
2025,Alberta,25–34,Women,Trades and other non-tertiary,5.0
2000,Alberta,25–64 (all),Men,Bachelor's,12.0
2001,Alberta,25–64 (all),Men,Bachelor's,14.0
2002,Alberta,25–64 (all),Men,Bachelor's,14.0
2003,Alberta,25–64 (all),Men,Bachelor's,14.0
2004,Alberta,25–64 (all),Men,Bachelor's,13.0
2005,Alberta,25–64 (all),Men,Bachelor's,16.0
2006,Alberta,25–64 (all),Men,Bachelor's,15.0
2007,Alberta,25–64 (all),Men,Bachelor's,15.0
2008,Alberta,25–64 (all),Men,Bachelor's,16.0
2009,Alberta,25–64 (all),Men,Bachelor's,17.0
2010,Alberta,25–64 (all),Men,Bachelor's,16.0
2011,Alberta,25–64 (all),Men,Bachelor's,16.0
2012,Alberta,25–64 (all),Men,Bachelor's,16.0
2013,Alberta,25–64 (all),Men,Bachelor's,17.0
2014,Alberta,25–64 (all),Men,Bachelor's,17.0
2015,Alberta,25–64 (all),Men,Bachelor's,17.0
2016,Alberta,25–64 (all),Men,Bachelor's,19.0
2017,Alberta,25–64 (all),Men,Bachelor's,19.0
2018,Alberta,25–64 (all),Men,Bachelor's,19.0
2019,Alberta,25–64 (all),Men,Bachelor's,20.0
2020,Alberta,25–64 (all),Men,Bachelor's,21.0
2021,Alberta,25–64 (all),Men,Bachelor's,21.0
2022,Alberta,25–64 (all),Men,Bachelor's,21.0
2023,Alberta,25–64 (all),Men,Bachelor's,21.0
2024,Alberta,25–64 (all),Men,Bachelor's,22.0
2025,Alberta,25–64 (all),Men,Bachelor's,23.0
2000,Alberta,25–64 (all),Men,Below high school,16.0
2001,Alberta,25–64 (all),Men,Below high school,15.0
2002,Alberta,25–64 (all),Men,Below high school,14.0
2003,Alberta,25–64 (all),Men,Below high school,15.0
2004,Alberta,25–64 (all),Men,Below high school,14.0
2005,Alberta,25–64 (all),Men,Below high school,13.0
2006,Alberta,25–64 (all),Men,Below high school,13.0
2007,Alberta,25–64 (all),Men,Below high school,12.0
2008,Alberta,25–64 (all),Men,Below high school,13.0
2009,Alberta,25–64 (all),Men,Below high school,12.0
2010,Alberta,25–64 (all),Men,Below high school,12.0
2011,Alberta,25–64 (all),Men,Below high school,12.0
2012,Alberta,25–64 (all),Men,Below high school,12.0
2013,Alberta,25–64 (all),Men,Below high school,12.0
2014,Alberta,25–64 (all),Men,Below high school,11.0
2015,Alberta,25–64 (all),Men,Below high school,10.0
2016,Alberta,25–64 (all),Men,Below high school,9.0
2017,Alberta,25–64 (all),Men,Below high school,10.0
2018,Alberta,25–64 (all),Men,Below high school,9.0
2019,Alberta,25–64 (all),Men,Below high school,10.0
2020,Alberta,25–64 (all),Men,Below high school,8.0
2021,Alberta,25–64 (all),Men,Below high school,7.0
2022,Alberta,25–64 (all),Men,Below high school,8.0
2023,Alberta,25–64 (all),Men,Below high school,8.0
2024,Alberta,25–64 (all),Men,Below high school,8.0
2025,Alberta,25–64 (all),Men,Below high school,7.0
2000,Alberta,25–64 (all),Men,College/CEGEP,14.0
2001,Alberta,25–64 (all),Men,College/CEGEP,13.0
2002,Alberta,25–64 (all),Men,College/CEGEP,14.0
2003,Alberta,25–64 (all),Men,College/CEGEP,14.0
2004,Alberta,25–64 (all),Men,College/CEGEP,14.0
2005,Alberta,25–64 (all),Men,College/CEGEP,14.0
2006,Alberta,25–64 (all),Men,College/CEGEP,15.0
2007,Alberta,25–64 (all),Men,College/CEGEP,16.0
2008,Alberta,25–64 (all),Men,College/CEGEP,15.0
2009,Alberta,25–64 (all),Men,College/CEGEP,16.0
2010,Alberta,25–64 (all),Men,College/CEGEP,16.0
2011,Alberta,25–64 (all),Men,College/CEGEP,17.0
2012,Alberta,25–64 (all),Men,College/CEGEP,16.0
2013,Alberta,25–64 (all),Men,College/CEGEP,15.0
2014,Alberta,25–64 (all),Men,College/CEGEP,16.0
2015,Alberta,25–64 (all),Men,College/CEGEP,17.0
2016,Alberta,25–64 (all),Men,College/CEGEP,17.0
2017,Alberta,25–64 (all),Men,College/CEGEP,17.0
2018,Alberta,25–64 (all),Men,College/CEGEP,18.0
2019,Alberta,25–64 (all),Men,College/CEGEP,19.0
2020,Alberta,25–64 (all),Men,College/CEGEP,16.0
2021,Alberta,25–64 (all),Men,College/CEGEP,19.0
2022,Alberta,25–64 (all),Men,College/CEGEP,18.0
2023,Alberta,25–64 (all),Men,College/CEGEP,19.0
2024,Alberta,25–64 (all),Men,College/CEGEP,18.0
2025,Alberta,25–64 (all),Men,College/CEGEP,17.0
2000,Alberta,25–64 (all),Men,High school,28.0
2001,Alberta,25–64 (all),Men,High school,28.0
2002,Alberta,25–64 (all),Men,High school,28.0
2003,Alberta,25–64 (all),Men,High school,29.0
2004,Alberta,25–64 (all),Men,High school,29.0
2005,Alberta,25–64 (all),Men,High school,28.0
2006,Alberta,25–64 (all),Men,High school,27.0
2007,Alberta,25–64 (all),Men,High school,28.0
2008,Alberta,25–64 (all),Men,High school,27.0
2009,Alberta,25–64 (all),Men,High school,27.0
2010,Alberta,25–64 (all),Men,High school,26.0
2011,Alberta,25–64 (all),Men,High school,27.0
2012,Alberta,25–64 (all),Men,High school,28.0
2013,Alberta,25–64 (all),Men,High school,27.0
2014,Alberta,25–64 (all),Men,High school,27.0
2015,Alberta,25–64 (all),Men,High school,27.0
2016,Alberta,25–64 (all),Men,High school,26.0
2017,Alberta,25–64 (all),Men,High school,26.0
2018,Alberta,25–64 (all),Men,High school,25.0
2019,Alberta,25–64 (all),Men,High school,24.0
2020,Alberta,25–64 (all),Men,High school,25.0
2021,Alberta,25–64 (all),Men,High school,25.0
2022,Alberta,25–64 (all),Men,High school,25.0
2023,Alberta,25–64 (all),Men,High school,25.0
2024,Alberta,25–64 (all),Men,High school,24.0
2025,Alberta,25–64 (all),Men,High school,24.0
2000,Alberta,25–64 (all),Men,Master's/Doctoral,7.0
2001,Alberta,25–64 (all),Men,Master's/Doctoral,6.0
2002,Alberta,25–64 (all),Men,Master's/Doctoral,7.0
2003,Alberta,25–64 (all),Men,Master's/Doctoral,6.0
2004,Alberta,25–64 (all),Men,Master's/Doctoral,6.0
2005,Alberta,25–64 (all),Men,Master's/Doctoral,7.0
2006,Alberta,25–64 (all),Men,Master's/Doctoral,7.0
2007,Alberta,25–64 (all),Men,Master's/Doctoral,7.0
2008,Alberta,25–64 (all),Men,Master's/Doctoral,7.0
2009,Alberta,25–64 (all),Men,Master's/Doctoral,7.0
2010,Alberta,25–64 (all),Men,Master's/Doctoral,7.0
2011,Alberta,25–64 (all),Men,Master's/Doctoral,7.0
