year,geography,field,tuition
2015,Newfoundland and Labrador,Education,2805.0
2016,Newfoundland and Labrador,Education,2805.0
2017,Newfoundland and Labrador,Education,2805.0
2018,Newfoundland and Labrador,Education,2673.0
2019,Newfoundland and Labrador,Education,2659.0
2020,Newfoundland and Labrador,Education,2691.0
2021,Newfoundland and Labrador,Education,2708.0
2022,Newfoundland and Labrador,Education,3143.0
2023,Newfoundland and Labrador,Education,3413.0
2024,Newfoundland and Labrador,Education,3324.0
2025,Newfoundland and Labrador,Education,3457.0
2006,Newfoundland and Labrador,Engineering,2550.0
2007,Newfoundland and Labrador,Engineering,2550.0
2008,Newfoundland and Labrador,Engineering,2550.0
2009,Newfoundland and Labrador,Engineering,2550.0
2010,Newfoundland and Labrador,Engineering,2550.0
2011,Newfoundland and Labrador,Engineering,2550.0
2012,Newfoundland and Labrador,Engineering,2550.0
2013,Newfoundland and Labrador,Engineering,2550.0
2014,Newfoundland and Labrador,Engineering,2550.0
2015,Newfoundland and Labrador,Engineering,2805.0
2016,Newfoundland and Labrador,Engineering,2805.0
2017,Newfoundland and Labrador,Engineering,2805.0
2018,Newfoundland and Labrador,Engineering,2770.0
2019,Newfoundland and Labrador,Engineering,2765.0
2020,Newfoundland and Labrador,Engineering,2756.0
2021,Newfoundland and Labrador,Engineering,2726.0
2022,Newfoundland and Labrador,Engineering,3145.0
2023,Newfoundland and Labrador,Engineering,3448.0
2024,Newfoundland and Labrador,Engineering,3276.0
2025,Newfoundland and Labrador,Engineering,3407.0
2006,Newfoundland and Labrador,Humanities,2550.0
2007,Newfoundland and Labrador,Humanities,2550.0
2008,Newfoundland and Labrador,Humanities,2550.0
2009,Newfoundland and Labrador,Humanities,2550.0
2010,Newfoundland and Labrador,Humanities,2550.0
2011,Newfoundland and Labrador,Humanities,2550.0
2012,Newfoundland and Labrador,Humanities,2550.0
2013,Newfoundland and Labrador,Humanities,2550.0
2014,Newfoundland and Labrador,Humanities,2550.0
2015,Newfoundland and Labrador,Humanities,2550.0
2016,Newfoundland and Labrador,Humanities,2550.0
2017,Newfoundland and Labrador,Humanities,2550.0
2018,Newfoundland and Labrador,Humanities,2680.0
2019,Newfoundland and Labrador,Humanities,2618.0
2020,Newfoundland and Labrador,Humanities,2646.0
2021,Newfoundland and Labrador,Humanities,2611.0
2022,Newfoundland and Labrador,Humanities,2894.0
2023,Newfoundland and Labrador,Humanities,3110.0
2024,Newfoundland and Labrador,Humanities,3229.0
2025,Newfoundland and Labrador,Humanities,3358.0
2006,Newfoundland and Labrador,"Mathematics, computer and information sciences",2550.0
2007,Newfoundland and Labrador,"Mathematics, computer and information sciences",2550.0
2008,Newfoundland and Labrador,"Mathematics, computer and information sciences",2550.0
2009,Newfoundland and Labrador,"Mathematics, computer and information sciences",2550.0
