year,gender,age_group,uom,value
2004,Men,18 years,Persons,223189.0
2004,Men,19 years,Persons,228397.0
2004,Men,20 to 24 years,Persons,1129895.0
2004,Men,20 years,Persons,227766.0
2004,Men,21 years,Persons,226767.0
2004,Men,22 years,Persons,225123.0
2004,Men,23 years,Persons,226427.0
2004,Men,24 years,Persons,223812.0
2004,Men,25 to 29 years,Persons,1073676.0
2004,Men,25 years,Persons,216979.0
2004,Men,26 years,Persons,212869.0
2004,Men,27 years,Persons,213606.0
2004,Men,28 years,Persons,214541.0
2004,Men,29 years,Persons,215681.0
2004,Men,30 to 34 years,Persons,1108313.0
2004,Men,30 years,Persons,210992.0
2004,Men,31 years,Persons,214617.0
2004,Men,32 years,Persons,219723.0
2004,Men,33 years,Persons,230506.0
2004,Men,34 years,Persons,232475.0
2004,Men,35 to 39 years,Persons,1213969.0
2004,Men,35 years,Persons,230208.0
2004,Men,36 years,Persons,229781.0
2004,Men,37 years,Persons,234729.0
2004,Men,38 years,Persons,249738.0
2004,Men,39 years,Persons,269513.0
2004,Men,40 to 44 years,Persons,1386763.0
2004,Men,40 years,Persons,279678.0
2004,Men,41 years,Persons,282701.0
2004,Men,42 years,Persons,275150.0
2004,Men,43 years,Persons,276830.0
2004,Men,44 years,Persons,272404.0
2004,Men,45 to 49 years,Persons,1284573.0
2004,Men,45 years,Persons,265118.0
2004,Men,46 years,Persons,263581.0
2004,Men,47 years,Persons,258167.0
2004,Men,48 years,Persons,249523.0
2004,Men,49 years,Persons,248184.0
2004,Men,50 to 54 years,Persons,1110462.0
2004,Men,50 years,Persons,238128.0
2004,Men,51 years,Persons,227374.0
2004,Men,52 years,Persons,219302.0
2004,Men,53 years,Persons,215267.0
2004,Men,54 years,Persons,210391.0
2004,Men,55 to 59 years,Persons,957182.0
2004,Men,55 years,Persons,205455.0
2004,Men,56 years,Persons,205564.0
2004,Men,57 years,Persons,206842.0
2004,Men,58 years,Persons,174896.0
2004,Men,59 years,Persons,164425.0
2004,Men,60 to 64 years,Persons,720120.0
2004,Men,60 years,Persons,160368.0
2004,Men,61 years,Persons,154515.0
2004,Men,62 years,Persons,142760.0
2004,Men,63 years,Persons,136234.0
2004,Men,64 years,Persons,126243.0
2004,Men,65 to 69 years,Persons,562674.0
2004,Men,65 years,Persons,121736.0
2004,Men,66 years,Persons,116211.0
2004,Men,67 years,Persons,110221.0
2004,Men,68 years,Persons,109433.0
2004,Men,69 years,Persons,105073.0
2004,Men,70 to 74 years,Persons,487489.0
2004,Men,70 years,Persons,101397.0
2004,Men,71 years,Persons,101040.0
2004,Men,72 years,Persons,99152.0
2004,Men,73 years,Persons,95593.0
2004,Men,74 years,Persons,90307.0
2004,Men,75 to 79 years,Persons,368045.0
2004,Men,75 years,Persons,83250.0
2004,Men,76 years,Persons,79618.0
2004,Men,77 years,Persons,73103.0
2004,Men,78 years,Persons,68734.0
2004,Men,79 years,Persons,63340.0
2004,Men,80 to 84 years,Persons,233924.0
2004,Men,80 years,Persons,57412.0
2004,Men,81 years,Persons,51958.0
2004,Men,82 years,Persons,47462.0
2004,Men,83 years,Persons,41738.0
2004,Men,84 years,Persons,35354.0
2004,Men,85 to 89 years,Persons,99365.0
2004,Men,85 years,Persons,27125.0
2004,Men,86 years,Persons,22881.0
2004,Men,87 years,Persons,19185.0
2004,Men,88 years,Persons,16322.0
2004,Men,89 years,Persons,13852.0
2004,Men,90 to 94 years,Persons,32903.0
2004,Men,90 years,Persons,10787.0
2004,Men,91 years,Persons,8469.0
2004,Men,92 years,Persons,6049.0
2004,Men,93 years,Persons,4391.0
2004,Men,94 years,Persons,3207.0
2004,Men,95 to 99 years,Persons,5857.0
2004,Men,95 years,Persons,2175.0
2004,Men,96 years,Persons,1609.0
2004,Men,97 years,Persons,994.0
2004,Men,98 years,Persons,655.0
2004,Men,99 years,Persons,424.0
2004,Men,100 years and older,Persons,584.0
2004,Men,0 to 14 years,Persons,2947190.0
2004,Men,0 to 15 years,Persons,3168084.0
2004,Men,0 to 16 years,Persons,3382156.0
2004,Men,0 to 17 years,Persons,3598829.0
2004,Men,15 to 49 years,Persons,8300414.0
2004,Men,15 to 64 years,Persons,11088178.0
2004,Men,16 to 64 years,Persons,10867284.0
2004,Men,17 to 64 years,Persons,10653212.0
2004,Men,18 years and older,Persons,12227380.0
2004,Men,18 to 64 years,Persons,10436539.0
2004,Men,18 to 24 years,Persons,1581481.0
2004,Men,25 to 44 years,Persons,4782721.0
2004,Men,45 to 64 years,Persons,4072337.0
2004,Men,65 years and older,Persons,1790841.0
2004,Men,90 years and older,Persons,39344.0
2004,Men,Median age,Years,37.4
2004,Men,Average age,Years,37.3
2004,Total,All ages,Persons,31938807.0
2004,Total,0 to 4 years,Persons,1707164.0
2004,Total,0 years,Persons,339272.0
2004,Total,1 year,Persons,336005.0
2004,Total,2 years,Persons,337266.0
2004,Total,3 years,Persons,340151.0
2004,Total,4 years,Persons,354470.0
2004,Total,5 to 9 years,Persons,1904685.0
2004,Total,5 years,Persons,356390.0
2004,Total,6 years,Persons,365089.0
2004,Total,7 years,Persons,379054.0
2004,Total,8 years,Persons,397115.0
2004,Total,9 years,Persons,407037.0
2004,Total,10 to 14 years,Persons,2141408.0
2004,Total,10 years,Persons,410097.0
2004,Total,11 years,Persons,419554.0
2004,Total,12 years,Persons,429741.0
2004,Total,13 years,Persons,438914.0
2004,Total,14 years,Persons,443102.0
2004,Total,15 to 19 years,Persons,2143814.0
2004,Total,15 years,Persons,429495.0
2004,Total,16 years,Persons,416592.0
2004,Total,17 years,Persons,422412.0
2004,Total,18 years,Persons,433208.0
2004,Total,19 years,Persons,442107.0
2004,Total,20 to 24 years,Persons,2210771.0
2004,Total,20 years,Persons,443407.0
2004,Total,21 years,Persons,442569.0
2004,Total,22 years,Persons,441424.0
2004,Total,23 years,Persons,444571.0
2004,Total,24 years,Persons,438800.0
2004,Total,25 to 29 years,Persons,2124787.0
2004,Total,25 years,Persons,428112.0
2004,Total,26 years,Persons,420735.0
2004,Total,27 years,Persons,423443.0
2004,Total,28 years,Persons,424746.0
2004,Total,29 years,Persons,427751.0
2004,Total,30 to 34 years,Persons,2194370.0
2004,Total,30 years,Persons,419211.0
2004,Total,31 years,Persons,425256.0
2004,Total,32 years,Persons,434527.0
2004,Total,33 years,Persons,456545.0
2004,Total,34 years,Persons,458831.0
2004,Total,35 to 39 years,Persons,2406992.0
2004,Total,35 years,Persons,455818.0
2004,Total,36 years,Persons,456169.0
2004,Total,37 years,Persons,465563.0
2004,Total,38 years,Persons,494603.0
2004,Total,39 years,Persons,534839.0
2004,Total,40 to 44 years,Persons,2754446.0
2004,Total,40 years,Persons,553769.0
2004,Total,41 years,Persons,559647.0
2004,Total,42 years,Persons,546487.0
2004,Total,43 years,Persons,551407.0
2004,Total,44 years,Persons,543136.0
2004,Total,45 to 49 years,Persons,2574578.0
2004,Total,45 years,Persons,530300.0
2004,Total,46 years,Persons,526321.0
2004,Total,47 years,Persons,517344.0
2004,Total,48 years,Persons,501262.0
2004,Total,49 years,Persons,499351.0
2004,Total,50 to 54 years,Persons,2240691.0
2004,Total,50 years,Persons,481158.0
2004,Total,51 years,Persons,459408.0
2004,Total,52 years,Persons,441788.0
2004,Total,53 years,Persons,434242.0
2004,Total,54 years,Persons,424095.0
2004,Total,55 to 59 years,Persons,1932713.0
2004,Total,55 years,Persons,414979.0
2004,Total,56 years,Persons,414547.0
2004,Total,57 years,Persons,417395.0
2004,Total,58 years,Persons,353612.0
2004,Total,59 years,Persons,332180.0
2004,Total,60 to 64 years,Persons,1466584.0
2004,Total,60 years,Persons,324545.0
2004,Total,61 years,Persons,313066.0
2004,Total,62 years,Persons,290433.0
2004,Total,63 years,Persons,279050.0
2004,Total,64 years,Persons,259490.0
2004,Total,65 to 69 years,Persons,1171532.0
2004,Total,65 years,Persons,251072.0
2004,Total,66 years,Persons,240436.0
2004,Total,67 years,Persons,229734.0
2004,Total,68 years,Persons,228825.0
2004,Total,69 years,Persons,221465.0
2004,Total,70 to 74 years,Persons,1043427.0
2004,Total,70 years,Persons,213306.0
2004,Total,71 years,Persons,214295.0
2004,Total,72 years,Persons,211233.0
2004,Total,73 years,Persons,206609.0
2004,Total,74 years,Persons,197984.0
2004,Total,75 to 79 years,Persons,851039.0
2004,Total,75 years,Persons,185259.0
2004,Total,76 years,Persons,179658.0
2004,Total,77 years,Persons,169243.0
2004,Total,78 years,Persons,163018.0
2004,Total,79 years,Persons,153861.0
2004,Total,80 to 84 years,Persons,610758.0
2004,Total,80 years,Persons,143763.0
2004,Total,81 years,Persons,132546.0
2004,Total,82 years,Persons,124147.0
2004,Total,83 years,Persons,111967.0
2004,Total,84 years,Persons,98335.0
2004,Total,85 to 89 years,Persons,303293.0
2004,Total,85 years,Persons,78408.0
2004,Total,86 years,Persons,67675.0
2004,Total,87 years,Persons,59644.0
2004,Total,88 years,Persons,51967.0
2004,Total,89 years,Persons,45599.0
2004,Total,90 to 94 years,Persons,123265.0
2004,Total,90 years,Persons,37679.0
2004,Total,91 years,Persons,30402.0
2004,Total,92 years,Persons,23395.0
2004,Total,93 years,Persons,17983.0
2004,Total,94 years,Persons,13806.0
2004,Total,95 to 99 years,Persons,28514.0
2004,Total,95 years,Persons,10090.0
2004,Total,96 years,Persons,7454.0
2004,Total,97 years,Persons,5070.0
2004,Total,98 years,Persons,3509.0
2004,Total,99 years,Persons,2391.0
2004,Total,100 years and older,Persons,3976.0
2004,Total,0 to 14 years,Persons,5753257.0
2004,Total,0 to 15 years,Persons,6182752.0
2004,Total,0 to 16 years,Persons,6599344.0
2004,Total,0 to 17 years,Persons,7021756.0
2004,Total,15 to 49 years,Persons,16409758.0
2004,Total,15 to 64 years,Persons,22049746.0
2004,Total,16 to 64 years,Persons,21620251.0
2004,Total,17 to 64 years,Persons,21203659.0
2004,Total,18 years and older,Persons,24917051.0
2004,Total,18 to 64 years,Persons,20781247.0
2004,Total,18 to 24 years,Persons,3086086.0
2004,Total,25 to 44 years,Persons,9480595.0
2004,Total,45 to 64 years,Persons,8214566.0
2004,Total,65 years and older,Persons,4135804.0
2004,Total,90 years and older,Persons,155755.0
2004,Total,Median age,Years,38.3
2004,Total,Average age,Years,38.3
2004,Women,All ages,Persons,16112598.0
2004,Women,0 to 4 years,Persons,831426.0
2004,Women,0 years,Persons,164960.0
2004,Women,1 year,Persons,163875.0
2004,Women,2 years,Persons,164386.0
2004,Women,3 years,Persons,165341.0
2004,Women,4 years,Persons,172864.0
2004,Women,5 to 9 years,Persons,929816.0
2004,Women,5 years,Persons,173892.0
2004,Women,6 years,Persons,178545.0
2004,Women,7 years,Persons,184443.0
2004,Women,8 years,Persons,194538.0
2004,Women,9 years,Persons,198398.0
2004,Women,10 to 14 years,Persons,1044825.0
2004,Women,10 years,Persons,200056.0
2004,Women,11 years,Persons,204908.0
2004,Women,12 years,Persons,210601.0
2004,Women,13 years,Persons,213709.0
2004,Women,14 years,Persons,215551.0
2004,Women,15 to 19 years,Persons,1040589.0
2004,Women,15 years,Persons,208601.0
2004,Women,16 years,Persons,202520.0
2004,Women,17 years,Persons,205739.0
2004,Women,18 years,Persons,210019.0
2004,Women,19 years,Persons,213710.0
2004,Women,20 to 24 years,Persons,1080876.0
2004,Women,20 years,Persons,215641.0
2004,Women,21 years,Persons,215802.0
2004,Women,22 years,Persons,216301.0
2004,Women,23 years,Persons,218144.0
2004,Women,24 years,Persons,214988.0
2004,Women,25 to 29 years,Persons,1051111.0
2004,Women,25 years,Persons,211133.0
2004,Women,26 years,Persons,207866.0
2004,Women,27 years,Persons,209837.0
2004,Women,28 years,Persons,210205.0
2004,Women,29 years,Persons,212070.0
2004,Women,30 to 34 years,Persons,1086057.0
2004,Women,30 years,Persons,208219.0
2004,Women,31 years,Persons,210639.0
2004,Women,32 years,Persons,214804.0
2004,Women,33 years,Persons,226039.0
2004,Women,34 years,Persons,226356.0
2004,Women,35 to 39 years,Persons,1193023.0
2004,Women,35 years,Persons,225610.0
2004,Women,36 years,Persons,226388.0
2004,Women,37 years,Persons,230834.0
2004,Women,38 years,Persons,244865.0
2004,Women,39 years,Persons,265326.0
2004,Women,40 to 44 years,Persons,1367683.0
2004,Women,40 years,Persons,274091.0
2004,Women,41 years,Persons,276946.0
2004,Women,42 years,Persons,271337.0
2004,Women,43 years,Persons,274577.0
2004,Women,44 years,Persons,270732.0
2004,Women,45 to 49 years,Persons,1290005.0
2004,Women,45 years,Persons,265182.0
2004,Women,46 years,Persons,262740.0
2004,Women,47 years,Persons,259177.0
2004,Women,48 years,Persons,251739.0
2004,Women,49 years,Persons,251167.0
2004,Women,50 to 54 years,Persons,1130229.0
2004,Women,50 years,Persons,243030.0
2004,Women,51 years,Persons,232034.0
2004,Women,52 years,Persons,222486.0
2004,Women,53 years,Persons,218975.0
2004,Women,54 years,Persons,213704.0
2004,Women,55 to 59 years,Persons,975531.0
2004,Women,55 years,Persons,209524.0
2004,Women,56 years,Persons,208983.0
2004,Women,57 years,Persons,210553.0
2004,Women,58 years,Persons,178716.0
2004,Women,59 years,Persons,167755.0
2004,Women,60 to 64 years,Persons,746464.0
2004,Women,60 years,Persons,164177.0
2004,Women,61 years,Persons,158551.0
2004,Women,62 years,Persons,147673.0
2004,Women,63 years,Persons,142816.0
2004,Women,64 years,Persons,133247.0
2004,Women,65 to 69 years,Persons,608858.0
2004,Women,65 years,Persons,129336.0
2004,Women,66 years,Persons,124225.0
2004,Women,67 years,Persons,119513.0
2004,Women,68 years,Persons,119392.0
2004,Women,69 years,Persons,116392.0
2004,Women,70 to 74 years,Persons,555938.0
2004,Women,70 years,Persons,111909.0
2004,Women,71 years,Persons,113255.0
2004,Women,72 years,Persons,112081.0
2004,Women,73 years,Persons,111016.0
2004,Women,74 years,Persons,107677.0
2004,Women,75 to 79 years,Persons,482994.0
2004,Women,75 years,Persons,102009.0
2004,Women,76 years,Persons,100040.0
2004,Women,77 years,Persons,96140.0
2004,Women,78 years,Persons,94284.0
2004,Women,79 years,Persons,90521.0
2004,Women,80 to 84 years,Persons,376834.0
2004,Women,80 years,Persons,86351.0
2004,Women,81 years,Persons,80588.0
2004,Women,82 years,Persons,76685.0
2004,Women,83 years,Persons,70229.0
2004,Women,84 years,Persons,62981.0
2004,Women,85 to 89 years,Persons,203928.0
2004,Women,85 years,Persons,51283.0
2004,Women,86 years,Persons,44794.0
2004,Women,87 years,Persons,40459.0
2004,Women,88 years,Persons,35645.0
2004,Women,89 years,Persons,31747.0
2004,Women,90 to 94 years,Persons,90362.0
2004,Women,90 years,Persons,26892.0
2004,Women,91 years,Persons,21933.0
2004,Women,92 years,Persons,17346.0
2004,Women,93 years,Persons,13592.0
2004,Women,94 years,Persons,10599.0
2004,Women,95 to 99 years,Persons,22657.0
2004,Women,95 years,Persons,7915.0
2004,Women,96 years,Persons,5845.0
2004,Women,97 years,Persons,4076.0
2004,Women,98 years,Persons,2854.0
2004,Women,99 years,Persons,1967.0
2004,Women,100 years and older,Persons,3392.0
2004,Women,0 to 14 years,Persons,2806067.0
2004,Women,0 to 15 years,Persons,3014668.0
2004,Women,0 to 16 years,Persons,3217188.0
2004,Women,0 to 17 years,Persons,3422927.0
2004,Women,15 to 49 years,Persons,8109344.0
2004,Women,15 to 64 years,Persons,10961568.0
2004,Women,16 to 64 years,Persons,10752967.0
2004,Women,17 to 64 years,Persons,10550447.0
2004,Women,18 years and older,Persons,12689671.0
2004,Women,18 to 64 years,Persons,10344708.0
2004,Women,18 to 24 years,Persons,1504605.0
2004,Women,25 to 44 years,Persons,4697874.0
2004,Women,45 to 64 years,Persons,4142229.0
2004,Women,65 years and older,Persons,2344963.0
2004,Women,90 years and older,Persons,116411.0
2004,Women,Median age,Years,39.2
2004,Women,Average age,Years,39.3
2005,Men,All ages,Persons,15979555.0
2005,Men,0 to 4 years,Persons,878913.0
2005,Men,0 years,Persons,175162.0
2005,Men,1 year,Persons,176966.0
2005,Men,2 years,Persons,174621.0
2005,Men,3 years,Persons,175166.0
2005,Men,4 years,Persons,176998.0
2005,Men,5 to 9 years,Persons,954658.0
2005,Men,5 years,Persons,183544.0
2005,Men,6 years,Persons,183898.0
2005,Men,7 years,Persons,187801.0
2005,Men,8 years,Persons,195769.0
2005,Men,9 years,Persons,203646.0
2005,Men,10 to 14 years,Persons,1086782.0
2005,Men,10 years,Persons,210190.0
2005,Men,11 years,Persons,211711.0
2005,Men,12 years,Persons,216313.0
2005,Men,13 years,Persons,220910.0
2005,Men,14 years,Persons,227658.0
2005,Men,15 to 19 years,Persons,1119218.0
2005,Men,15 years,Persons,230786.0
2005,Men,16 years,Persons,224229.0
2005,Men,17 years,Persons,217007.0
2005,Men,18 years,Persons,219853.0
2005,Men,19 years,Persons,227343.0
2005,Men,20 to 24 years,Persons,1142823.0
2005,Men,20 years,Persons,231439.0
2005,Men,21 years,Persons,229638.0
2005,Men,22 years,Persons,228146.0
2005,Men,23 years,Persons,226453.0
2005,Men,24 years,Persons,227147.0
2005,Men,25 to 29 years,Persons,1084775.0
2005,Men,25 years,Persons,224075.0
2005,Men,26 years,Persons,216839.0
2005,Men,27 years,Persons,213269.0
2005,Men,28 years,Persons,214594.0
2005,Men,29 years,Persons,215998.0
2005,Men,30 to 34 years,Persons,1099673.0
2005,Men,30 years,Persons,217416.0
2005,Men,31 years,Persons,212705.0
2005,Men,32 years,Persons,216269.0
2005,Men,33 years,Persons,221085.0
2005,Men,34 years,Persons,232198.0
2005,Men,35 to 39 years,Persons,1184686.0
2005,Men,35 years,Persons,234095.0
2005,Men,36 years,Persons,231755.0
2005,Men,37 years,Persons,231264.0
2005,Men,38 years,Persons,236143.0
2005,Men,39 years,Persons,251429.0
2005,Men,40 to 44 years,Persons,1390713.0
2005,Men,40 years,Persons,271474.0
2005,Men,41 years,Persons,281756.0
2005,Men,42 years,Persons,284374.0
2005,Men,43 years,Persons,275724.0
2005,Men,44 years,Persons,277385.0
2005,Men,45 to 49 years,Persons,1309879.0
2005,Men,45 years,Persons,272655.0
2005,Men,46 years,Persons,265284.0
2005,Men,47 years,Persons,263670.0
2005,Men,48 years,Persons,258685.0
2005,Men,49 years,Persons,249585.0
2005,Men,50 to 54 years,Persons,1146726.0
2005,Men,50 years,Persons,248401.0
2005,Men,51 years,Persons,238019.0
2005,Men,52 years,Persons,227062.0
2005,Men,53 years,Persons,218614.0
2005,Men,54 years,Persons,214630.0
2005,Men,55 to 59 years,Persons,997526.0
2005,Men,55 years,Persons,209530.0
2005,Men,56 years,Persons,204241.0
2005,Men,57 years,Persons,204221.0
2005,Men,58 years,Persons,206196.0
2005,Men,59 years,Persons,173338.0
2005,Men,60 to 64 years,Persons,752838.0
2005,Men,60 years,Persons,163360.0
2005,Men,61 years,Persons,159479.0
2005,Men,62 years,Persons,153387.0
2005,Men,63 years,Persons,141509.0
2005,Men,64 years,Persons,135103.0
2005,Men,65 to 69 years,Persons,574170.0
2005,Men,65 years,Persons,124615.0
2005,Men,66 years,Persons,120042.0
2005,Men,67 years,Persons,114243.0
2005,Men,68 years,Persons,108115.0
2005,Men,69 years,Persons,107155.0
2005,Men,70 to 74 years,Persons,488120.0
2005,Men,70 years,Persons,102628.0
2005,Men,71 years,Persons,98804.0
2005,Men,72 years,Persons,98289.0
2005,Men,73 years,Persons,96087.0
2005,Men,74 years,Persons,92312.0
2005,Men,75 to 79 years,Persons,377148.0
2005,Men,75 years,Persons,86962.0
2005,Men,76 years,Persons,79792.0
2005,Men,77 years,Persons,76025.0
2005,Men,78 years,Persons,69343.0
2005,Men,79 years,Persons,65026.0
2005,Men,80 to 84 years,Persons,243208.0
2005,Men,80 years,Persons,59629.0
2005,Men,81 years,Persons,53730.0
2005,Men,82 years,Persons,48136.0
2005,Men,83 years,Persons,43632.0
2005,Men,84 years,Persons,38081.0
